,comments,like_count,reply_count,author_name,author_url_profile
95,Macth drawn 😁,0,0,GAME ON FIRE,http://www.youtube.com/channel/UCNhfv1vIAfKdQxtd0MDbpzw
96,Both team&#39;s no.4 and no.6 batsmen scored century in second inning,2,0,Shashikant,http://www.youtube.com/channel/UCdD17wDYM09JTsXMAX5QO8g
97,Super,3,0,Shoeb Khan,http://www.youtube.com/channel/UCivJQQzchHhRbEioAaK9wLA
98,This match is very Interested,1,0,Meesala adinarayana,http://www.youtube.com/channel/UCifYU7pDIsVffYDUu1WtGoQ
99,"its a treat to watch cover drive in tests, wonderful, i love test matches",4,0,vishnu shanker,http://www.youtube.com/channel/UCzM9QjmIFTKr3WiecESICcA
100,Who was irritated by the AD of Akshay Kumar in this video ?😂😂<br />👇🤤,0,2,Franklin Jeno,http://www.youtube.com/channel/UCvYxoiRtL9Co7Tz85vJqdoQ
101,Aus😍🔥,1,1,Pranav Sambru,http://www.youtube.com/channel/UCadDoTOWjQDTZQqm8pNzVrA
102,It&#39;s amazing 👇,0,0,Fan Of Einstein,http://www.youtube.com/channel/UCMiD8RdJuhXpOMOuIwMak6Q
103,Aws,0,0,Gaurav Sharma,http://www.youtube.com/channel/UCac6nDaVK7TLZ5XrbbAVdTA
104,Thank god for Akshay kumar ad 24 cuttlets.,1,0,Naitik Shukla,http://www.youtube.com/channel/UCQ4o9DKS8o98GclJP6MADsA
105,Where are the yorkers?,0,0,Swing and Spin 6886,http://www.youtube.com/channel/UCgXaudcHSpMkcB8pXavmwjw
106,Super,0,0,FIRE ROCKY GAMING,http://www.youtube.com/channel/UCl8J8BTbjDRnsgfnjcmqITQ
107,L,0,0,Sundar T s,http://www.youtube.com/channel/UCrVmURdvg8MslToMwAzSWQg
108,Hi,0,0,Farhan Malik,http://www.youtube.com/channel/UCBz1kqMOs6JqT592YmNEMkA
109,Rcb Quota bowlers😂,0,0,Yash Kapoor,http://www.youtube.com/channel/UCrV4mFPUVGIDq5sJiTYAihw
110,Why would you not show the ball that got them to their hundreds,1,0,thomas nicholls,http://www.youtube.com/channel/UC5WNeVKqP0FvAXEuRqdEG5w
111,Reality yeh hai ki Saini RCB qoata se hai 😂😂,0,0,Nisar Khan,http://www.youtube.com/channel/UCo70O67rdKGT6rGFKaiasLQ
112,were the JAFA&#39;s issued with and paper,0,0,harvey harvey,http://www.youtube.com/channel/UCGR0AdjRbKgGF6cG86A5ccA
113,mcdermott was brilliant and his cover drives,3,0,Mohammad Azim,http://www.youtube.com/channel/UCrlWjgAPYtW8uCIY_hH-odQ
114,Akshay kumar add,1,0,Rocking Cric,http://www.youtube.com/channel/UCvkR-oiy5Xq8_ND2LcLemeQ
115,What kind of stupid bowling is this by team India?? Worse than Zimbabwi,0,1,Abu Chowdhury,http://www.youtube.com/channel/UCdhqPAvgX-TER79mHpF1Rjw
116,Friend bumrah only maiden cant see his bowling and fielding<br />Me he is not bowling yorker so you tell him to put yorker,0,0,rohan kavin,http://www.youtube.com/channel/UCYkZ18LZGwLoyL5qZXHGnzA
117,When Did It Happened,2,0,Kundan Rathore,http://www.youtube.com/channel/UCo4Pjs3_MJlr-2g9OVFjEQA
118,Xakki Kumar ki ad ko koi bandd karo,0,0,Cartoon world,http://www.youtube.com/channel/UCaSwBI5mS8nhdoBIayd3gow
119,Then :- Kohli fans hit like <br />Now  :- Akshay kumar fans hit like .,1,0,Mr Logy - தமிழ்,http://www.youtube.com/channel/UCZPdOMhXN-at2rPWz6TeF4A
120,"<a href=""https://www.youtube.com/watch?v=5hUBXYUndh0&amp;t=0m05s"">0:05</a> that&#39;s how frame drops in pubg 😂",3,0,rohit joshi,http://www.youtube.com/channel/UCEYMB3mLG3aZI0Yao104tHg
121,AMiT,0,0,Amit Jatav,http://www.youtube.com/channel/UCCuK0MK4ZpIn3dsk_ci-nBw
122,മലയാളികൾ ഇവിടെ like,0,0,WWE,http://www.youtube.com/channel/UCkOmi3RrS-Fmu1AggXryvAg
123,The magnificent sound we hear at the SCG when all the bodies are not present and absorbing the sound of leather on willow...nothing quite like it. I thought it might change with the construction of the new stands but I haven&#39;t been disappointed.,0,0,Frank B,http://www.youtube.com/channel/UCJHHOm3rH9uv3qdJuH0eb2A
124,So Nice 💘💘💘💘💘💘,0,0,Ali Miley,http://www.youtube.com/channel/UCCJHM8BvqMafDusbsdd24Og
125,Man of the match:Akshay Kumar,0,0,Manohar manu,http://www.youtube.com/channel/UCVSyWHrbw0LXk1RY0A2U1-w
126,Saini ne match kharab kiya.... test match me glti se khel gya to yehi haal fir se hoga,0,0,Dr. Deepak Paliwal,http://www.youtube.com/channel/UCL6lhNfG1rokrs4s9RquN1Q
127,Worst captaincy,0,0,Karrar Razvi,http://www.youtube.com/channel/UCy2pbjDjnmFcMHE50aq_smQ
128,Car dekho,1,0,Saurabh Gaming,http://www.youtube.com/channel/UCeF6_4PQFI0hvF7ieM5jVkg
129,So Nice 💘💘💘💘💘💘,0,0,Addison Abdullah,http://www.youtube.com/channel/UCjX8Sbwrn826YkW2ozYZNhg
130,Good going guys,0,0,KevIngineer,http://www.youtube.com/channel/UC-QPjIBNeFUIkwGqZbia2Yw
131,Without indian player this channel is not growing fast,1,2,KAMAL Dhaker,http://www.youtube.com/channel/UC94JkRpi8cH7DqoNKM8IXQg
132,Sayad se akshay kumar ke 24 patties bik gyi<br />Is bar nhi aai ad,0,0,GOD OF GAMING •,http://www.youtube.com/channel/UC4z_TI9E9d4k7FIqmvL9dWw
133,Playerzpot Invite Code<br /><br />M68FD6F1,0,0,Fantasy G,http://www.youtube.com/channel/UCPgxLAhlHh7WQEDfWBReTtA
134,🏏🏏🏏,0,0,UNX 18,http://www.youtube.com/channel/UCwmQAP9FqRoX7XtoY0hT1aA
135,Outstanding job India,0,0,Mantu Pradhan,http://www.youtube.com/channel/UC6R-GTCJ_qODQSrjgGGmorA
136,"The lovely eyes that are reading this comment may God bless his parents.  <br />And dear brother, come to my channel and help me too ..",1,0,Rana khurram bhai,http://www.youtube.com/channel/UC7evwG8o42zm6Pzvvmxc68g
137,"Im a brit who left England Because of their blm politicising, now i follow any team but England",0,0,Kureo Mado,http://www.youtube.com/channel/UCMxC-wOOjSIGOF2XCKiKeZg
138,Cricket Australia getting rich off these youtube videos.,0,0,Sher Khan,http://www.youtube.com/channel/UC6caDHNxRZfZHDS5zy_I4vw
139,Great batting by McDermott and Wildermuth. The shots they played were very classy.,2,0,droid17 Singh,http://www.youtube.com/channel/UC5dTq-6SjSgS7tP0popoTPA
140,Please vote for Harika,1,0,malikarjunra manam,http://www.youtube.com/channel/UCJF3vsFOGijjSA6TLHqV60Q
141,Do we think this is some sort of ODI or T20,0,0,Twig Legs,http://www.youtube.com/channel/UC58eW8E7th1TJs4hldtl3iQ
142,Which channel they r puting practice match,0,0,senniappan N,http://www.youtube.com/channel/UCng_Q2_kwEbaLnOL6566u2Q
143,3 million views in 12 hours,0,0,DURGEMPUDI PRUTHVI GIIS,http://www.youtube.com/channel/UCLIKazwmXfrmm_5RbbfDG1g
144,"Bizarre, ridiculous and inexcusable that the video highlights don&#39;t show the players reaching their centuries. Come on CA, who do you pay to do such amateur work? An embarrassment to you, and a disservice to the players.",0,0,Peter Vadiveloo,http://www.youtube.com/channel/UCywVZZsGjz-zLeVa0twZ-Kg
145,Mast,0,0,bibhu dora,http://www.youtube.com/channel/UCsWz4iEsUrzue2WcoLXw3cw
146,This is the reason ishant was so important for us. He has the knack of breaking big partnership. India going to miss him in the test series😒,2,0,Aryan,http://www.youtube.com/channel/UCxhNxoL0k81PDjGgASiV05A
147,"✍🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ सत्यम। जरूर जरूर पढे 9660037373<br />भारत की प्राचीन सटीक विथ्या। हर इंसान आजमाएं। इसे देश में सिर्फ 4 लोग जानते हैं। आज ही अपना नाम बुक कराएं। जीवन की सफलता असफलता की एक्यूरेट 145 चीजे वैदिक एक्सपर्ट बताएंगे।<br /><b>वैदिक अंक शास्त्री से वाट्सएप</b> पर जीवन के बारे में लगभग सब कुछ जान सकते हैं। <br />  ✍ <b>9660037373</b> इस नंबर पर वाट्सएप से ही<br />वैदिक गणित का जादू देखें। किसी भी इंसान की मात्र जन्म से जुङी तीन जानकारी तिथि आदि से ही बिना देखे 145 अनजानी बातें जाने। सटीक प्रिडिक्शन। 95 से 99% सही सही की गारंटी। नौकरी बिजनिस पढाई से लेकर बीमारी, भाग्य से लेकर 145 तरह की अलग अलग खुलासे जानकर आप हैरान रह जाएंगे। कई दुख दुर्घटना विपदा को पहले ही भांप कर धन्य हो जाएंगे। जीवन पूरे को एक्स-रे की तरह आपके सामने इस गणित से खोलकर कर रख दिया जाएगा। हर समस्या के उपाय भी जाने। हर इंसान पर 8 घंटे मेहनत है। दूसरों को भी भेज कर भाग्य कमाएं।। सबका भला हो। 👍👍✍🌷",0,0,doongar singh mohit,http://www.youtube.com/channel/UCcy9U5hIYc9-wkXGvcuhWkQ
148,"✍🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ सत्यम। जरूर जरूर पढे 9660037373<br />भारत की प्राचीन सटीक विथ्या। हर इंसान आजमाएं। इसे देश में सिर्फ 4 लोग जानते हैं। आज ही अपना नाम बुक कराएं। जीवन की सफलता असफलता की एक्यूरेट 145 चीजे वैदिक एक्सपर्ट बताएंगे।<br /><b>वैदिक अंक शास्त्री से वाट्सएप</b> पर जीवन के बारे में लगभग सब कुछ जान सकते हैं। <br />  ✍ <b>9660037373</b> इस नंबर पर वाट्सएप से ही<br />वैदिक गणित का जादू देखें। किसी भी इंसान की मात्र जन्म से जुङी तीन जानकारी तिथि आदि से ही बिना देखे 145 अनजानी बातें जाने। सटीक प्रिडिक्शन। 95 से 99% सही सही की गारंटी। नौकरी बिजनिस पढाई से लेकर बीमारी, भाग्य से लेकर 145 तरह की अलग अलग खुलासे जानकर आप हैरान रह जाएंगे। कई दुख दुर्घटना विपदा को पहले ही भांप कर धन्य हो जाएंगे। जीवन पूरे को एक्स-रे की तरह आपके सामने इस गणित से खोलकर कर रख दिया जाएगा। हर समस्या के उपाय भी जाने। हर इंसान पर 8 घंटे मेहनत है। दूसरों को भी भेज कर भाग्य कमाएं।। सबका भला हो। 👍👍✍🌷",0,0,doongar singh mohit,http://www.youtube.com/channel/UCcy9U5hIYc9-wkXGvcuhWkQ
149,"✍🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ सत्यम। जरूर जरूर पढे 9660037373<br />भारत की प्राचीन सटीक विथ्या। हर इंसान आजमाएं। इसे देश में सिर्फ 4 लोग जानते हैं। आज ही अपना नाम बुक कराएं। जीवन की सफलता असफलता की एक्यूरेट 145 चीजे वैदिक एक्सपर्ट बताएंगे।<br /><b>वैदिक अंक शास्त्री से वाट्सएप</b> पर जीवन के बारे में लगभग सब कुछ जान सकते हैं। <br />  ✍ <b>9660037373</b> इस नंबर पर वाट्सएप से ही<br />वैदिक गणित का जादू देखें। किसी भी इंसान की मात्र जन्म से जुङी तीन जानकारी तिथि आदि से ही बिना देखे 145 अनजानी बातें जाने। सटीक प्रिडिक्शन। 95 से 99% सही सही की गारंटी। नौकरी बिजनिस पढाई से लेकर बीमारी, भाग्य से लेकर 145 तरह की अलग अलग खुलासे जानकर आप हैरान रह जाएंगे। कई दुख दुर्घटना विपदा को पहले ही भांप कर धन्य हो जाएंगे। जीवन पूरे को एक्स-रे की तरह आपके सामने इस गणित से खोलकर कर रख दिया जाएगा। हर समस्या के उपाय भी जाने। हर इंसान पर 8 घंटे मेहनत है। दूसरों को भी भेज कर भाग्य कमाएं।। सबका भला हो। 👍👍✍🌷",0,0,doongar singh mohit,http://www.youtube.com/channel/UCcy9U5hIYc9-wkXGvcuhWkQ
150,"✍🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ सत्यम। जरूर जरूर पढे 9660037373<br />भारत की प्राचीन सटीक विथ्या। हर इंसान आजमाएं। इसे देश में सिर्फ 4 लोग जानते हैं। आज ही अपना नाम बुक कराएं। जीवन की सफलता असफलता की एक्यूरेट 145 चीजे वैदिक एक्सपर्ट बताएंगे।<br /><b>वैदिक अंक शास्त्री से वाट्सएप</b> पर जीवन के बारे में लगभग सब कुछ जान सकते हैं। <br />  ✍ <b>9660037373</b> इस नंबर पर वाट्सएप से ही<br />वैदिक गणित का जादू देखें। किसी भी इंसान की मात्र जन्म से जुङी तीन जानकारी तिथि आदि से ही बिना देखे 145 अनजानी बातें जाने। सटीक प्रिडिक्शन। 95 से 99% सही सही की गारंटी। नौकरी बिजनिस पढाई से लेकर बीमारी, भाग्य से लेकर 145 तरह की अलग अलग खुलासे जानकर आप हैरान रह जाएंगे। कई दुख दुर्घटना विपदा को पहले ही भांप कर धन्य हो जाएंगे। जीवन पूरे को एक्स-रे की तरह आपके सामने इस गणित से खोलकर कर रख दिया जाएगा। हर समस्या के उपाय भी जाने। हर इंसान पर 8 घंटे मेहनत है। दूसरों को भी भेज कर भाग्य कमाएं।। सबका भला हो। 👍👍✍🌷",0,0,doongar singh mohit,http://www.youtube.com/channel/UCcy9U5hIYc9-wkXGvcuhWkQ
151,"✍🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ सत्यम। जरूर जरूर पढे 9660037373<br />भारत की प्राचीन सटीक विथ्या। हर इंसान आजमाएं। इसे देश में सिर्फ 4 लोग जानते हैं। आज ही अपना नाम बुक कराएं। जीवन की सफलता असफलता की एक्यूरेट 145 चीजे वैदिक एक्सपर्ट बताएंगे।<br /><b>वैदिक अंक शास्त्री से वाट्सएप</b> पर जीवन के बारे में लगभग सब कुछ जान सकते हैं। <br />  ✍ <b>9660037373</b> इस नंबर पर वाट्सएप से ही<br />वैदिक गणित का जादू देखें। किसी भी इंसान की मात्र जन्म से जुङी तीन जानकारी तिथि आदि से ही बिना देखे 145 अनजानी बातें जाने। सटीक प्रिडिक्शन। 95 से 99% सही सही की गारंटी। नौकरी बिजनिस पढाई से लेकर बीमारी, भाग्य से लेकर 145 तरह की अलग अलग खुलासे जानकर आप हैरान रह जाएंगे। कई दुख दुर्घटना विपदा को पहले ही भांप कर धन्य हो जाएंगे। जीवन पूरे को एक्स-रे की तरह आपके सामने इस गणित से खोलकर कर रख दिया जाएगा। हर समस्या के उपाय भी जाने। हर इंसान पर 8 घंटे मेहनत है। दूसरों को भी भेज कर भाग्य कमाएं।। सबका भला हो। 👍👍✍🌷",0,0,doongar singh mohit,http://www.youtube.com/channel/UCcy9U5hIYc9-wkXGvcuhWkQ
152,"✍🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ सत्यम। जरूर जरूर पढे 9660037373<br />भारत की प्राचीन सटीक विथ्या। हर इंसान आजमाएं। इसे देश में सिर्फ 4 लोग जानते हैं। आज ही अपना नाम बुक कराएं। जीवन की सफलता असफलता की एक्यूरेट 145 चीजे वैदिक एक्सपर्ट बताएंगे।<br /><b>वैदिक अंक शास्त्री से वाट्सएप</b> पर जीवन के बारे में लगभग सब कुछ जान सकते हैं। <br />  ✍ <b>9660037373</b> इस नंबर पर वाट्सएप से ही<br />वैदिक गणित का जादू देखें। किसी भी इंसान की मात्र जन्म से जुङी तीन जानकारी तिथि आदि से ही बिना देखे 145 अनजानी बातें जाने। सटीक प्रिडिक्शन। 95 से 99% सही सही की गारंटी। नौकरी बिजनिस पढाई से लेकर बीमारी, भाग्य से लेकर 145 तरह की अलग अलग खुलासे जानकर आप हैरान रह जाएंगे। कई दुख दुर्घटना विपदा को पहले ही भांप कर धन्य हो जाएंगे। जीवन पूरे को एक्स-रे की तरह आपके सामने इस गणित से खोलकर कर रख दिया जाएगा। हर समस्या के उपाय भी जाने। हर इंसान पर 8 घंटे मेहनत है। दूसरों को भी भेज कर भाग्य कमाएं।। सबका भला हो। 👍👍✍🌷",0,0,doongar singh mohit,http://www.youtube.com/channel/UCcy9U5hIYc9-wkXGvcuhWkQ
153,"✍🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ सत्यम। जरूर जरूर पढे 9660037373<br />भारत की प्राचीन सटीक विथ्या। हर इंसान आजमाएं। इसे देश में सिर्फ 4 लोग जानते हैं। आज ही अपना नाम बुक कराएं। जीवन की सफलता असफलता की एक्यूरेट 145 चीजे वैदिक एक्सपर्ट बताएंगे।<br /><b>वैदिक अंक शास्त्री से वाट्सएप</b> पर जीवन के बारे में लगभग सब कुछ जान सकते हैं। <br />  ✍ <b>9660037373</b> इस नंबर पर वाट्सएप से ही<br />वैदिक गणित का जादू देखें। किसी भी इंसान की मात्र जन्म से जुङी तीन जानकारी तिथि आदि से ही बिना देखे 145 अनजानी बातें जाने। सटीक प्रिडिक्शन। 95 से 99% सही सही की गारंटी। नौकरी बिजनिस पढाई से लेकर बीमारी, भाग्य से लेकर 145 तरह की अलग अलग खुलासे जानकर आप हैरान रह जाएंगे। कई दुख दुर्घटना विपदा को पहले ही भांप कर धन्य हो जाएंगे। जीवन पूरे को एक्स-रे की तरह आपके सामने इस गणित से खोलकर कर रख दिया जाएगा। हर समस्या के उपाय भी जाने। हर इंसान पर 8 घंटे मेहनत है। दूसरों को भी भेज कर भाग्य कमाएं।। सबका भला हो। 👍👍✍🌷",0,0,doongar singh mohit,http://www.youtube.com/channel/UCcy9U5hIYc9-wkXGvcuhWkQ
154,"✍🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ सत्यम। जरूर जरूर पढे 9660037373<br />भारत की प्राचीन सटीक विथ्या। हर इंसान आजमाएं। इसे देश में सिर्फ 4 लोग जानते हैं। आज ही अपना नाम बुक कराएं। जीवन की सफलता असफलता की एक्यूरेट 145 चीजे वैदिक एक्सपर्ट बताएंगे।<br /><b>वैदिक अंक शास्त्री से वाट्सएप</b> पर जीवन के बारे में लगभग सब कुछ जान सकते हैं। <br />  ✍ <b>9660037373</b> इस नंबर पर वाट्सएप से ही<br />वैदिक गणित का जादू देखें। किसी भी इंसान की मात्र जन्म से जुङी तीन जानकारी तिथि आदि से ही बिना देखे 145 अनजानी बातें जाने। सटीक प्रिडिक्शन। 95 से 99% सही सही की गारंटी। नौकरी बिजनिस पढाई से लेकर बीमारी, भाग्य से लेकर 145 तरह की अलग अलग खुलासे जानकर आप हैरान रह जाएंगे। कई दुख दुर्घटना विपदा को पहले ही भांप कर धन्य हो जाएंगे। जीवन पूरे को एक्स-रे की तरह आपके सामने इस गणित से खोलकर कर रख दिया जाएगा। हर समस्या के उपाय भी जाने। हर इंसान पर 8 घंटे मेहनत है। दूसरों को भी भेज कर भाग्य कमाएं।। सबका भला हो। 👍👍✍🌷",0,0,doongar singh mohit,http://www.youtube.com/channel/UCcy9U5hIYc9-wkXGvcuhWkQ
155,And if India think their that good when they can’t even beat Australia’s A side....<br /><br />You have  to think how bad they will be when Australia let the big boys come out to play....,0,0,Cricket England,http://www.youtube.com/channel/UC7eBcEfpeSQYEVsvoMAIaJA
156,Nice :),0,0,Travel 4 Food,http://www.youtube.com/channel/UCT_Llb_oJowYPtUix10SySA
157,i dnt care what others think... i just came here for Chowbees patties.... 🤣🤣🤣,0,2,Ali M,http://www.youtube.com/channel/UCX_IyE2hzrD371iOzkN1d1A
158,"Wilder muth..,😂",0,0,Saquib Pasha,http://www.youtube.com/channel/UCl_QrjCMSCa4LbakB-UMP9w
159,Prithvi Shaw is such a great bowler,0,0,Parminder Singh,http://www.youtube.com/channel/UCjBBQ3GB4jE2uMo4jny76Aw
160,Keep up the good show..,0,0,Anantha B,http://www.youtube.com/channel/UCqXB7xEF_gOZIrI7Lfq_O0A
161,Ab Akshay Kumar ko bhi samajh me aa gaya ke 20 saal me aisi halat nahi dekhi.. 😂,1,0,Imran Arab,http://www.youtube.com/channel/UCo0g9Ui7kAl_xyOsm8Hx8rw
162,I was really looking forward seeing Saini in the longer format since that&#39;s where he shines in the Indian domestic cricket but this was a terrible effort against a practice team. RPO of close to 6 is unacceptable!,1,0,tek tak,http://www.youtube.com/channel/UCcuI8oCzagDpxBb5wOA2buA
163,"people here commenting on ads , go get the adblocker.",0,0,Gaurav Kumar,http://www.youtube.com/channel/UCU3UF74HZZ0ttJNvdxn8ZAw
164,Pero ... y esto que es...?,0,0,Borchi Lethal,http://www.youtube.com/channel/UCBSNPyO1z78UJl4EGoxxpYg
165,20fps video,0,0,"AR All rounder,Ali Raza",http://www.youtube.com/channel/UCqKCwkmu3mQhjsPzj3GEsmw
166,I swear Joe Burns is the epitomy of the word rubbish. Can&#39;t even get double figures in a practice match,0,0,Joseph Joestar,http://www.youtube.com/channel/UCKIPFzEbatyqRK0WwG57y4w
167,Smith and Marnus must have been Licking their Bats after watching today&#39;s highlights.,3,0,GV Singh,http://www.youtube.com/channel/UC3QRn6So5-dK3cZnV5RRMYw
168,Worlds​ great​est​ team😁 Vs australia​ A 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,3,0,Yousaf Razzaq Razzaq,http://www.youtube.com/channel/UCo-eNFZSIZUW1ov1gET55cw
169,"Young Australia A batsmen playing the Indian prime bowling attack with ease.......<br />Wonder what could happen confronting the likes of Smith, Labuschagne etc..???",0,0,GNr8r Rex,http://www.youtube.com/channel/UC-kVR-uIzAsUE96z_DHRbVA
170,Satisfaction : That echo off the sweet spot ❤️,0,0,Shardul Kulkarni,http://www.youtube.com/channel/UC5OWukMBtN8OEjD4aM-uSHQ
171,Well played McDermott and Wildermuth,0,0,Umair Bokhari,http://www.youtube.com/channel/UCYJxRRPtDhG9JCPTnGXxTNg
172,India will win the series,1,2,IHSAN SHAMNAD,http://www.youtube.com/channel/UC1hvxTL_oz0J5nWVKH_fqYA
173,"Crazy thought but what if Carey moved up to open for Australia? Playing at his home ground for the 1st test might not be such a bad move. I love the sound of the ball hitting the bat with stadiums being at minimum capacity. India look solid, it’s a shame Kohli will miss most of the series. Can’t wait to see how it goes",0,0,Original SK,http://www.youtube.com/channel/UCPqZsMXNYS0BO_jQKCHjFhw
174,"shame on Australian board, are these pitches suitable for test matches ? Australian pitches are the worst at the moment.",0,0,Tilak Rana,http://www.youtube.com/channel/UCV-2WMH8YdMH-ifPCHsez4Q
175,Indian farmer Zindabaad..,0,0,mohd fazan68,http://www.youtube.com/channel/UCi5yO2ZbxaQj3avN-WQzRcg
176,Kuch bhi nahi bika? Kaise bikta jo tu chilla chilla ke roz bata rahe ho ad mein ki kuch bhi nahi bikta tere dukaan se. Agar kuch bikna ho to pehle bechna seekhle aur rona band karle har video ke uppar.,0,0,Shaik Sulthan,http://www.youtube.com/channel/UClF7Sa7Ryl-u7_nHKIwTuoQ
177,McDermott and Wildermuth should open for Australia. Can&#39;t be worse than Harris and Burns,0,0,Jack Daniels,http://www.youtube.com/channel/UCn8wjcYMDC7AuXGA9MAeLKA
178,👀❤🇮🇳✔️,2,0,PBX Sniper YT,http://www.youtube.com/channel/UCRbRdE6dj__SqJj8bGoWdog
179,Macdermoot had a M.Clarke stayle of batting,0,0,Mr waqar,http://www.youtube.com/channel/UCVgz2O-oC6BnORcJ9PsT8ow
180,Prithvi shaw bowling 🤣🤣😂😂,0,9,Abhishek Pal,http://www.youtube.com/channel/UCU0nO9dJPLHyyQ1AiqETA4A
181,Bala bowling .....<br /><br />Bedha chua dala nku nei ki jaicha  T 20 re chodi dau thile athi hauni nuha ....,0,0,dravid jen,http://www.youtube.com/channel/UCaDk8iYEjoyQbJGefzoY5bQ
182,This is catcher,0,0,Sk boos gaming,http://www.youtube.com/channel/UCk-P1kMawTUo9_Nl1W5LvSg
183,32 katleta 24 Katie&#39;s 😂😂😂😂😂,0,0,Ramkrishna Yadav,http://www.youtube.com/channel/UCuY5A4rqOOVK165mAKtVZHQ
184,So basically indians cannot even win against this kids,0,1,Devasia Abraham,http://www.youtube.com/channel/UCueF7bqA1rTc2v7lqGUUdwQ
185,Oooo my god,0,0,Sk boos gaming,http://www.youtube.com/channel/UCk-P1kMawTUo9_Nl1W5LvSg
186,So nice,0,0,Sk boos gaming,http://www.youtube.com/channel/UCk-P1kMawTUo9_Nl1W5LvSg
187,Wildermuth 🤣🤣,0,0,Mr malik,http://www.youtube.com/channel/UCnTzcP1-c9po_0X_HZUkDVA
188,अगर 450+ बढ़त के पश्चात<br />आरंभिक 3 विकेटों के पश्चात<br />Aus-A मैच बचा लेने में सफल हुई<br />तो यह भारत की मानसिक पराजय<br />और उनकी जीत ही है।,7,0,Shaurya Pratap Thakur,http://www.youtube.com/channel/UCd19zbrMSEREmT7ZdZsrD1Q
189,Ll,1,0,Ramratan Pal,http://www.youtube.com/channel/UCSoyOPX5cwz5uxLSxBxz6lA
190,Sweet sound off the bat❣️,0,0,Tapan Kumar Bhandary,http://www.youtube.com/channel/UCHMG7TKDJ66rRvXi5JBElkw
191,Australian are fighting until the end ❤️,0,0,Deepak Gurung,http://www.youtube.com/channel/UCORjWVuLPTOWqRzBH6rvUvA
192,Boring sport in my opinion hehe,0,0,tap husky,http://www.youtube.com/channel/UCLuRfVKP25YGHrDSezaHvGA
193,Every bowler giving runs like it is test match<br />Saini giving runs like it is T20 😂,2,0,Samhosh Vader,http://www.youtube.com/channel/UCXCpDDl9dwwe-dsAmWNf-8A
194,15fps,0,0,Tunak Tunak Tun Tunak Tunak Tun Da Da Da,http://www.youtube.com/channel/UCAKgkqhD499WMpDqqXEMjMQ
195,Hi,0,0,Contact Me,http://www.youtube.com/channel/UCoyALoqfuV2d8TxUfXQsP6g
196,"Match Ind vs aus, comment about car ki maa ki......",0,0,Jack Hammer,http://www.youtube.com/channel/UCmlXBzmVgA8OEEmZMe-kPYg
197,I love you cricket 🏏 and you,0,0,tips 567,http://www.youtube.com/channel/UCLluRhVyq_NvqZ-ZlFIk1Gg
198,Reply plz😢😢,0,0,Hamza Qureshi,http://www.youtube.com/channel/UCnzQfbu3xvJJDcAJrHbASgQ
199,Nice cover drive  😜😜😅 from Pakistan 🇵🇰,0,0,Mirza Awais Awais,http://www.youtube.com/channel/UCo5CRu3y6lXjgzfrRE9N1hQ
200,Watch out for abbott,0,0,prashant hinge,http://www.youtube.com/channel/UCjRfCib7zzw2F1_2v9U19fA
201,I&#39;m done with chaubis pattiiiiis,0,0,Laukik Pandey,http://www.youtube.com/channel/UCgW-gRLzWuCx_OQdllMkUEA
202,It seemed that Saini was bowling in T20,1,0,khalid ali,http://www.youtube.com/channel/UCIFsXDhgtpZxMb0NdKkgS9w
203,Car deko<br /><br /><br /><br />Akshay ka ga*nd deko,0,0,Nikhil S,http://www.youtube.com/channel/UCI8WNd7MyoTtsaSDlHS8nmg
204,Video bufff,1,0,Kapil Goyal,http://www.youtube.com/channel/UCZYvl4Ydtq9Nq7s4HZD_WIQ
205,Prithiv shah looks like SEHWAG from pavilion end while bowling,0,0,Saleem K,http://www.youtube.com/channel/UCRlI7HgobikJXWXBdyT3Ptg
206,Deplorable bowling attack. lousy bowlers.,0,0,Ali Umair,http://www.youtube.com/channel/UCtBZVhOPZ03kxQwwwyMArcg
207,VEating for 3rd and 4th test match for Ro hit man my hero,0,0,Tukaram Nande,http://www.youtube.com/channel/UCUmoaoRPVA62Z795C8wYYpw
208,Lagta hai Test series me Lawde lgne waale hain chati indri abhi se dhwni Tarange de rai hai 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,0,AYAN The 90's Music Lover,http://www.youtube.com/channel/UCyhQji0mJjilgx6jgkeyYmA
209,What&#39;s the use of dislike button of the ads.,0,0,Smritam Rana Pradhan,http://www.youtube.com/channel/UC2ch_K8V6ZMQW4s___ZpsxQ
210,This clearly indicates tht aussies going to make flat wickets...,0,0,Harddik Indya,http://www.youtube.com/channel/UCZbbAM_6htdbS7NJnhkgalA
211,Are run to dhikhao,0,0,Basudeb Munda,http://www.youtube.com/channel/UCFGo3UrLyzX_HvTS1IooACw
